benchmark,scenario,noise_ratio,samples_per_client,num_clients,seed,method,exact_recovery,term_precision,term_recall,test_nmse,train_mse,spurious_accepted,exception_recovered,runtime_seconds,communication_bytes,search_evaluations,discovered_terms,expression,stop_reason
base,complementary,0.1,300,4,9004,centralized-tree-gp,0.0,0.25,0.3333333333333333,7.360346880852657e-05,0.09730419092321557,0.0,1.0,0.918473027999994,0,1619,"cos(x1);expr:add(sin(x2),x1);expr:add(square(x3),x1);x3^2",-0.007699 + 0.9924*(sin(x2)+x1) + 1.013*((x3)^2+x1) - 0.0383*cos(x1) - 0.5071*(x3*x3),generation budget reached
base,complementary,0.1,300,4,9004,federated-tree-gp-style,0.0,0.25,0.3333333333333333,7.360346880852793e-05,0.09730419092321556,0.0,1.0,1.1396240099999204,650816,1619,"cos(x1);expr:add(sin(x2),x1);expr:add(square(x3),x1);x3^2",-0.007699 + 0.9924*(sin(x2)+x1) + 1.013*((x3)^2+x1) - 0.0383*cos(x1) - 0.5071*(x3*x3),generation budget reached
base,complementary,0.1,300,4,9004,centralized-residual-counterexample-gp,0.0,0.3333333333333333,0.3333333333333333,2.575907199616337e-05,0.09780399436646628,0.0,1.0,0.815471443999968,0,1522,"expr:add(sin(x2),x1);expr:add(square(x3),x1);x1",-0.02117 + 0.9929*(sin(x2)+x1) + 0.5068*((x3)^2+x1) + 0.5063*x1,generation budget reached
base,complementary,0.1,300,4,9005,fedfalsify-v05,1.0,1.0,1.0,9.225102858051827e-06,0.08277900444002204,0.0,1.0,0.29668448699999317,237787,5,sin(x2);x1;x3^2,-0.005824 + 2.005·x₁ + 0.5034·x₃² + 1·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
base,complementary,0.1,300,4,9005,centralized-tree-gp,0.0,0.3333333333333333,0.3333333333333333,9.225102878840664e-06,0.08277900444002205,0.0,1.0,0.8764133079999965,0,1606,"expr:add(sin(x2),x1);expr:add(square(x3),x1);x1",-0.005824 + 1*(sin(x2)+x1) + 0.5034*((x3)^2+x1) + 0.5014*x1,generation budget reached
base,complementary,0.1,300,4,9005,federated-tree-gp-style,0.0,0.3333333333333333,0.3333333333333333,9.225102878840086e-06,0.08277900444002205,0.0,1.0,1.1667065189999448,629760,1606,"expr:add(sin(x2),x1);expr:add(square(x3),x1);x1",-0.005824 + 1*(sin(x2)+x1) + 0.5034*((x3)^2+x1) + 0.5014*x1,generation budget reached
base,complementary,0.1,300,4,9005,centralized-residual-counterexample-gp,0.0,0.0,0.0,0.002303489081495017,0.10406805796425536,0.0,1.0,0.9796373049999829,0,1630,"expr:add(sin(x2),x1);expr:add(square(x3),x1);expr:sin(add(cos(x3),cos(x3)))",-0.9571 + 1.099*(sin(x2)+x1) + 0.8741*((x3)^2+x1) + 0.8464*sin((cos(x3)+cos(x3))),generation budget reached
base,spurious,0.03,300,4,9001,fedfalsify-v05,1.0,1.0,1.0,4.3528017871408766e-07,0.008048545868525867,0.0,1.0,0.2977766530000281,238408,5,sin(x2);x1;x3^2,-0.001257 + 1.999·x₁ + 0.5004·x₃² + 1.001·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
base,spurious,0.03,300,4,9001,centralized-tree-gp,0.0,0.3333333333333333,0.3333333333333333,4.35280175492941e-07,0.008048545868525867,0.0,1.0,0.8768112430000201,0,1609,"expr:add(sin(x2),x1);expr:add(square(x3),x1);x1",-0.001257 + 1.001*(sin(x2)+x1) + 0.5004*((x3)^2+x1) + 0.4977*x1,generation budget reached
base,spurious,0.03,300,4,9001,federated-tree-gp-style,0.0,0.3333333333333333,0.3333333333333333,4.352801754947656e-07,0.008048545868525865,0.0,1.0,1.146184930000004,657152,1609,"expr:add(sin(x2),x1);expr:add(square(x3),x1);x1",-0.001257 + 1.001*(sin(x2)+x1) + 0.5004*((x3)^2+x1) + 0.4977*x1,generation budget reached
base,spurious,0.03,300,4,9001,centralized-residual-counterexample-gp,0.0,0.3333333333333333,0.3333333333333333,4.35280175492941e-07,0.008048545868525867,0.0,1.0,0.9110573320000412,0,1628,"expr:add(sin(x2),x1);expr:add(square(x3),x1);x1",-0.001257 + 1.001*(sin(x2)+x1) + 0.5004*((x3)^2+x1) + 0.4977*x1,generation budget reached
base,spurious,0.03,300,4,9002,fedfalsify-v05,1.0,1.0,1.0,5.339818494044509e-06,0.008010614575465943,0.0,1.0,0.4845843509999668,506491,5,sin(x2);x1;x3^2,-0.001567 + 1.995·x₁ + 0.5009·x₃² + 0.9989·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
base,spurious,0.03,300,4,9002,centralized-tree-gp,0.0,0.0,0.0,0.016810828644684254,0.05124282590362561,0.0,1.0,1.2962497009999652,0,1573,"expr:add(sin(x1),square(x3));expr:add(sin(x1),x1);expr:add(sin(x2),x1);expr:mul(sin(x1),square(x1))",0.05409 + 0.4863*(sin(x1)+(x3)^2) + 0.1817*(sin(x1)+x1) + 1.07*(sin(x2)+x1) + 0.2729*(sin(x1)*(x1)^2),generation budget reached
base,spurious,0.03,300,4,9002,federated-tree-gp-style,0.0,0.0,0.0,0.016810828644684153,0.051242825903625625,0.0,1.0,1.7995466669999587,614720,1573,"expr:add(sin(x1),square(x3));expr:add(sin(x1),x1);expr:add(sin(x2),x1);expr:mul(sin(x1),square(x1))",0.05409 + 0.4863*(sin(x1)+(x3)^2) + 0.1817*(sin(x1)+x1) + 1.07*(sin(x2)+x1) + 0.2729*(sin(x1)*(x1)^2),generation budget reached
base,spurious,0.03,300,4,9002,centralized-residual-counterexample-gp,0.0,0.0,0.0,0.017074446465062777,0.08659602054773949,0.0,1.0,1.439364454999918,0,1592,"expr:add(sin(x1),square(x3));expr:add(sin(x1),x1);expr:add(sin(x2),x1)",0.07472 + 0.4754*(sin(x1)+(x3)^2) + 0.3864*(sin(x1)+x1) + 1.14*(sin(x2)+x1),generation budget reached
base,spurious,0.03,300,4,9003,fedfalsify-v05,1.0,1.0,1.0,4.468983494479233e-06,0.008050453712914326,0.0,1.0,0.3625048080000397,238519,5,sin(x2);x1;x3^2,0.00153 + 1.996·x₁ + 0.4986·x₃² + 1.005·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
base,spurious,0.03,300,4,9003,centralized-tree-gp,0.0,0.0,0.0,0.0019250818655936143,0.019658174205551108,0.0,1.0,0.8020739400000139,0,1531,"expr:add(cos(x3),x1);expr:add(sin(x2),sin(x2));expr:add(x1,x1)",1.353 - 1.454*(cos(x3)+x1) + 0.5008*(sin(x2)+sin(x2)) + 1.727*(x1+x1),generation budget reached
base,spurious,0.03,300,4,9003,federated-tree-gp-style,0.0,0.0,0.0,0.0019250818655936306,0.019658174205551108,0.0,1.0,1.0265428000000156,561792,1531,"expr:add(cos(x3),x1);expr:add(sin(x2),sin(x2));expr:add(x1,x1)",1.353 - 1.454*(cos(x3)+x1) + 0.5008*(sin(x2)+sin(x2)) + 1.727*(x1+x1),generation budget reached
base,spurious,0.03,300,4,9003,centralized-residual-counterexample-gp,0.0,0.0,0.0,4.0154817077788304e-06,0.008049829905805321,0.0,1.0,0.8880689449999863,0,1573,"expr:add(sin(x1),sin(x2));expr:add(sin(x1),square(x3));expr:add(sin(x2),x1);expr:add(x1,x1)",0.001472 - 0.501*(sin(x1)+sin(x2)) + 0.4985*(sin(x1)+(x3)^2) + 1.506*(sin(x2)+x1) + 0.2457*(x1+x1),generation budget reached
base,spurious,0.03,300,4,9004,fedfalsify-v05,1.0,1.0,1.0,6.983426197936253e-07,0.008805064425125167,0.0,1.0,0.7158293940000249,775143,5,sin(x2);x1;x3^2,-0.0009822 + 2·x₁ + 0.4994·x₃² + 0.9981·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
base,spurious,0.03,300,4,9004,centralized-tree-gp,0.0,0.6666666666666666,0.6666666666666666,7.150183020343284e-07,0.00880473451073475,0.0,1.0,0.8078124810000418,0,1572,"expr:add(sin(x2),x1);x1;x3^2",-0.0008302 + 0.9982*(sin(x2)+x1) - 0.0008041*sin((cos(x2)+x3)) + 0.4993*(x3)^2 + 1.001*x1,generation budget reached
base,spurious,0.03,300,4,9004,federated-tree-gp-style,0.0,0.6666666666666666,0.6666666666666666,7.150183020345636e-07,0.00880473451073475,0.0,1.0,1.073826060999977,609984,1572,"expr:add(sin(x2),x1);x1;x3^2",-0.0008302 + 0.9982*(sin(x2)+x1) - 0.0008041*sin((cos(x2)+x3)) + 0.4993*(x3)^2 + 1.001*x1,generation budget reached
